"","x"
"V215",-0.591225327146546
"V216",-0.642655227166232
"V217",-0.558632605228031
"V218",-0.837828098220041
"V219",-0.54822165976717
"V220",-0.777465766425847
"V221",-0.702589578546208
"V222",0.132813314452206
"V223",-0.0695394969837687
"V224",0.0240420207662277
"V225",0.05858262032553
"V226",-0.0578901254381161
"V227",-0.649417950650692
"V228",-0.627762945785391
"V229",-0.646943532929861
"V230",-0.638701760021827
"V231",-0.787591449073425
"V232",-0.649417950650692
"V233",-0.851143395900557
"V234",-0.69921697627519
"V235",-0.0616317492433916
"V236",0.0787587421124073
"V237",-0.0290364285833284
"V238",-0.0911724607428804
"V239",-0.0416730463538826
"V240",-0.60524856977632
"V241",-0.662533062898382
"V242",-0.630193402078694
"V243",-0.695172383775572
"V244",-0.730011545895564
"V245",-0.60524856977632
"V246",-0.834836825445684
"V247",-0.653655028888805
"V248",0.235401959044138
"V249",-0.0244571230785569
"V250",-0.0692356651424385
"V251",0.107610540547602
"V252",-0.0544489729651971
"V253",-0.762137610987416
"V254",-0.77799317279698
"V255",-0.792588947506114
"V256",-0.784624704719959
"V257",-0.802863364860258
"V258",-0.762137610987416
"V259",-0.931909308973114
"V260",-0.806533411928684
"V261",0.130669261885486
"V262",0.286483344408255
"V263",-0.226942639689219
"V264",-0.0574848482542525
"V265",-0.106689656521658
"V266",-0.622761658493734
"V267",-0.53749328145871
"V268",-0.665033506271952
"V269",-0.603356276555826
"V270",-0.528420009576204
"V271",-0.617874813333395
"V272",-0.590772247453255
"V273",-0.522201179756627
"V274",-0.632332520921891
"V275",-0.65154376602265
"V276",-0.65808060619233
"V277",-0.6356763001165
"V278",-0.855993019418745
"V279",-0.880225566673813
"V280",-0.913777010275483
"V281",-0.555229161044815
"V282",-0.825931263823377
"V283",-0.752468625264045
"V284",-0.839857719209846
"V285",-0.652568872132058
"V286",-0.649906038978557
"V287",-0.746767586701156
"V288",-0.200288915579336
"V289",-0.183854707645966
"V290",-0.204846236250567
"V291",-0.759939109518303
"V292",-0.797313654388096
"V293",-0.843845928996699
"V294",-0.2214691368263
"V295",0.015400588735675
"V296",0.0473098698476722
"V297",-0.135853217991138
"V298",-0.465003677724666
"V299",-0.268046531941767
"V300",-0.582227005482365
"V301",-0.241171035011655
"V302",-0.47953961978932
"V303",-0.818036094654419
"V304",-0.887510890695611
"V305",-0.858270655333126
"V306",-0.894101771797625
"V307",-0.914978953766618
"V308",-0.912811112066307
"V309",-0.946035198276046
"V310",-0.955802655168521
"V311",-0.821594785604625
"V312",-0.846779479853457
"V313",-0.914180750442373
"V314",-0.949309009464414
"V315",-0.824203169833818
"V316",-0.883133272385076
"V317",-0.787763224118613
"V318",-0.847368636830407
"V319",-0.860289572407185
"V320",-0.902754373244198
"V321",-0.897368801716749
"V322",-0.882704595718613
"V323",-0.902469620378678
"V324",-0.951462674819691
"V325",-0.758868807775291
"V326",-0.8368979149308
"V327",-0.880006008141197
"V328",-0.919977986946534
"V329",-0.7549929507442
"V330",-0.890747004278279
"V331",-0.857233732741213
"V332",-0.899391173398029
"V333",-0.925811181549034
"V334",-0.961894261804253
"V335",-0.963850562103214
"V336",-0.937673872739654
"V337",-0.941636653396543
"V338",-0.957863701978755
"V339",-0.853460606155306
"V340",-0.938914853717011
"V341",-0.954521835989416
"V342",-0.946014525351976
"V343",-0.843297377965599
"V344",-0.959808394165162
"V345",-0.656713524546605
"V346",-0.628961179980356
"V347",-0.743608246170053
"V348",-0.654979816705833
"V349",-0.612243590244114
"V350",-0.780928428167213
"V351",-0.594990831765785
"V352",-0.624021157206917
"V353",-0.764487260336202
"V354",-0.711609033648731
"V355",-0.682104723953501
"V356",-0.801159275192704
"V357",-0.882722042078124
"V358",-0.860233763381636
"V359",-0.884441536616856
"V360",-0.620250098992747
"V361",-0.850154122443228
"V362",-0.827338557560067
"V363",-0.930738116017043
"V364",-0.634120706978587
"V365",-0.719893556985737
"V366",-0.771494743232887
"V367",-0.266934403181862
"V368",-0.265555351903177
"V369",-0.365422543326297
"V370",-0.414055733566366
"V371",-0.396892902223517
"V372",-0.324540246625886
"V373",-0.0477062917542325
"V374",-0.213392904926883
"V375",-0.123828014584147
"V376",-0.315459909295403
"V377",-0.713192262788805
"V378",-0.399771004761536
"V379",-0.823099370133193
"V380",-0.487741785527415
"V381",-0.815881292637033
"V382",-0.867790166049472
"V383",-0.886610577630741
"V384",-0.873657339011977
"V385",-0.897512744293261
"V386",-0.921781011230935
"V387",-0.90298054491246
"V388",-0.945086711251772
"V389",-0.984548947264492
"V390",-0.86824127624315
"V391",-0.854673657378944
"V392",-0.907546665670317
"V393",-0.943050607583843
"V394",-0.846111263779328
"V395",-0.862219084822611
"V396",-0.834576479630323
"V397",-0.868761989366437
"V398",-0.836442771734634
"V399",-0.908162317713642
"V400",-0.915844731172172
"V401",-0.877044705834585
"V402",-0.923283022654626
"V403",-0.971320000632159
"V404",-0.842036570597375
"V405",-0.837360471943564
"V406",-0.879073946132653
"V407",-0.929346907479852
"V408",-0.813082987201659
"V409",-0.895721790432304
"V410",-0.900659270891659
"V411",-0.899306858802552
"V412",-0.931416929759977
"V413",-0.963375394737518
"V414",-0.967359407929119
"V415",-0.94238752017479
"V416",-0.932343820732984
"V417",-0.971368058833576
"V418",-0.878602779791543
"V419",-0.947071070800665
"V420",-0.957632641155889
"V421",-0.932524730914992
"V422",-0.899216849758033
"V423",-0.961144851382853
"V424",-0.672094306818974
"V425",-0.70621663959074
"V426",-0.644192752866115
"V427",-0.738594816501343
"V428",-0.674226934551517
"V429",-0.690446312501126
"V430",-0.687956742007122
"V431",-0.712145127017483
"V432",-0.640920499683918
"V433",-0.73545456021797
"V434",-0.733671650033348
"V435",-0.764204237525595
"V436",-0.931548457275658
"V437",-0.900716098214293
"V438",-0.908750956159249
"V439",-0.660284332246048
"V440",-0.915446550793456
"V441",-0.885434275295097
"V442",-0.869633116428712
"V443",-0.707326722844704
"V444",-0.753796308535432
"V445",-0.696860736305486
"V446",-0.0931789304228372
"V447",-0.0467370743210457
"V448",-0.14912590076738
"V449",-0.878855551616371
"V450",-0.801152006298864
"V451",-0.807862162566074
"V452",-0.101042702224631
"V453",-0.174277577553958
"V454",-0.0513928953203266
"V455",-0.176754696990741
"V456",-0.494010005471128
"V457",-0.178470808803399
"V458",-0.533051994016485
"V459",-0.21364798048177
"V460",-0.533094354557375
"V461",-0.929211084279823
"V462",-0.907558742847356
"V463",-0.920128061663657
"V464",-0.958904072537139
"V465",-0.949987460863967
"V466",-0.95221939789232
"V467",-0.964051241269152
"V468",-0.975361338116856
"V469",-0.919865699659899
"V470",-0.918990186549277
"V471",-0.945868204962958
"V472",-0.969055794042334
"V473",-0.916880710048364
"V474",-0.954693114347121
"V475",-0.878465042808816
"V476",-0.957397288479445
"V477",-0.959814576101447
"V478",-0.967476400834062
"V479",-0.97764929436353
"V480",-0.958081731538295
"V481",-0.952407061115302
"V482",-0.976085134578619
"V483",-0.890460317703709
"V484",-0.952559766594893
"V485",-0.97340266556054
"V486",-0.956190288305515
"V487",-0.878993883045636
"V488",-0.966813376008059
"V489",-0.899208173289766
"V490",-0.93286344807225
"V491",-0.931869942946665
"V492",-0.965562917247791
"V493",-0.971109659710652
"V494",-0.960489366972997
"V495",-0.951314358319516
"V496",-0.969396888562191
"V497",-0.881620222122505
"V498",-0.918364589839534
"V499",-0.96815066392475
"V500",-0.959176242468754
"V501",-0.8730243443739
"V502",-0.966367704040198
"V503",-0.585962696268539
"V504",-0.659531216655476
"V505",-0.596119713735426
"V506",-0.756505645907433
"V507",-0.890588103055316
"V508",-0.585962696268539
"V509",-0.821867375904587
"V510",-0.694915906166169
"V511",-0.190127927670803
"V512",-0.752577250182154
"V513",0.0768760112631957
"V514",-0.352429109413769
"V515",-0.632129027088649
"V516",-0.620789916331592
"V517",-0.640076803144351
"V518",-0.614293255936873
"V519",-0.682695734240631
"V520",-0.803308386604057
"V521",-0.620789916331592
"V522",-0.840996482490485
"V523",-0.676629000973868
"V524",-0.338469345900311
"V525",-0.877799815764443
"V526",0.173219742700723
"V527",-0.298597798027438
"V528",-0.601659034124411
"V529",-0.697411069729937
"V530",-0.699976372277643
"V531",-0.681013664076159
"V532",-0.734623485951375
"V533",-0.888701277621274
"V534",-0.697411069729937
"V535",-0.881301212126721
"V536",-0.722124967767466
"V537",-0.0762786849505127
"V538",-0.886999236088164
"V539",-0.0415636227771787
"V540",-0.2642790290978
"V541",-0.575866316443354
"V542",-0.779767633083527
"V543",-0.792190209274884
"V544",-0.773403657796535
"V545",-0.809934371803816
"V546",-0.871201213209098
"V547",-0.779767633083527
"V548",-0.937898377778435
"V549",-0.772714631795845
"V550",-0.2743387562279
"V551",-0.900033443405573
"V552",0.126707820497791
"V553",-0.298591856415743
"V554",-0.617700064090993
"V555",0.00770513730366637
"V556",0.00264770963963395
"V557",0.0176831301958708
"V558",-0.00921912899702262
"V559",-0.496522166185746
"V560",0.0632551738495058
"V561",-0.0542842821505305
