"","x"
"V130",0.276429784460986
"V131",0.266151472447876
"V132",0.303126283256269
"V133",0.251194972497014
"V134",0.211607523342656
"V135",0.307942562626276
"V136",0.402105789442166
"V137",0.142692686110331
"V138",0.190265776004035
"V139",0.190199566846059
"V140",0.30220092536194
"V141",0.325276016579143
"V142",0.316308804415312
"V143",0.454511781080564
"V144",0.370511763604176
"V145",0.456048674677578
"V146",0.276496091050377
"V147",0.227004030736351
"V148",0.229329741439315
"V149",0.240801877363241
"V150",0.208650205855494
"V151",0.191658715040967
"V152",0.228433080110184
"V153",0.217287608124045
"V154",0.312805142470109
"V155",0.282266820145649
"V156",0.267674531495816
"V157",0.258314094052369
"V158",0.382195177870201
"V159",0.386478106522487
"V160",0.417606009920807
"V161",0.128134958190288
"V162",0.114409175563585
"V163",0.12889560784934
"V164",0.303815898902629
"V165",0.272715680791952
"V166",0.301994176894438
"V167",0.306559795984482
"V168",0.257725623482464
"V169",0.292927335711068
"V170",0.290949057241249
"V171",0.253273961093559
"V172",0.305855850284076
"V173",0.279510466890763
"V174",0.227971626142811
"V175",0.247887032678517
"V176",0.269257703478079
"V177",0.133008556965581
"V178",0.132139714520881
"V179",0.134139856450553
"V180",0.30189996012633
"V181",0.242247314207369
"V182",0.271443866207107
"V183",0.564853287457401
"V184",0.544319919128172
"V185",0.58073637326237
"V186",0.250222388359969
"V187",0.185707231792612
"V188",0.211541497585018
"V189",0.211124363592228
"V190",0.21435487419394
"V191",0.16705097916226
"V192",0.19710565014392
"V193",0.245042597818742
"V194",0.3432261736239
"V195",0.232346183628015
"V196",0.246395517886876
"V197",0.247741633044611
"V198",0.276621839963699
"V199",0.266925451540913
"V200",0.259522039359
"V201",0.467093741712107
"V202",0.429431345143224
"V203",0.374670154679935
"V204",0.461239470509056
"V205",0.190264485082627
"V206",0.467093741712107
"V207",0.280319315848312
"V208",0.314228061627684
"V209",0.669369329035053
"V210",0.290437140089988
"V211",0.234723767961185
"V212",0.253225342133015
"V213",0.263116394394965
"V214",0.467093741712107
"V215",0.429431345143224
"V216",0.374670154679935
"V217",0.461239470509056
"V218",0.190264485082627
"V219",0.467093741712107
"V220",0.280319315848312
"V221",0.314228061627684
"V222",0.669369329035053
"V223",0.290437140089988
"V224",0.234723767961185
"V225",0.253225342133015
"V226",0.263116394394965
"V227",0.389494205866934
"V228",0.41722133114306
"V229",0.397542367567997
"V230",0.403500090985516
"V231",0.255703265065146
"V232",0.389494205866934
"V233",0.205787700477637
"V234",0.34308333832944
"V235",0.7239171315296
"V236",0.243614836418721
"V237",0.244578662918016
"V238",0.240887779922534
"V239",0.259900232474336
"V240",0.399709556285823
"V241",0.349224601712275
"V242",0.381097604567272
"V243",0.318988506908617
"V244",0.312645474311408
"V245",0.399709556285823
"V246",0.220879983833568
"V247",0.359986445987273
"V248",0.481818402119967
"V249",0.297265770100673
"V250",0.26685852475057
"V251",0.251525373304158
"V252",0.250833164614575
"V253",0.276514503019
"V254",0.271590190956826
"V255",0.250703428717846
"V256",0.26789628467638
"V257",0.247797541995129
"V258",0.276514503019
"V259",0.121024928301067
"V260",0.23134834742446
"V261",0.69243555001149
"V262",0.239628689635589
"V263",0.209169775053572
"V264",0.2286080031675
"V265",0.250721420188767
"V266",0.420794621128506
"V267",0.481681850416162
"V268",0.358853083334195
"V269",0.446792819087921
"V270",0.479924986365809
"V271",0.398973184544622
"V272",0.457337669712656
"V273",0.496560951901915
"V274",0.389521715735304
"V275",0.405419287323588
"V276",0.353696003322966
"V277",0.389762184679926
"V278",0.227079686856958
"V279",0.179749718000523
"V280",0.129492746443668
"V281",0.471733762538129
"V282",0.246980411760048
"V283",0.313578753739048
"V284",0.226483946924008
"V285",0.399048161548694
"V286",0.391039311909653
"V287",0.290376691529323
"V288",0.722956285792099
"V289",0.666176279253215
"V290",0.611046615844168
"V291",0.265433351778418
"V292",0.242632780780214
"V293",0.239720774286384
"V294",0.26458578361303
"V295",0.240846041776942
"V296",0.283784833517026
"V297",0.400580462118842
"V298",0.440957159611545
"V299",0.356135668734044
"V300",0.385358607024831
"V301",0.401418653141027
"V302",0.411509518646186
"V303",0.268049244635717
"V304",0.175574546490452
"V305",0.22595659316272
"V306",0.182374943556856
"V307",0.141754856477116
"V308",0.149452424812787
"V309",0.102352025955512
"V310",0.117410503838339
"V311",0.256918197777235
"V312",0.239033840793416
"V313",0.139667995517364
"V314",0.103752222057419
"V315",0.249922838370191
"V316",0.18954740456241
"V317",0.274178685867271
"V318",0.238813413300957
"V319",0.219065930015435
"V320",0.164341036307951
"V321",0.172672984033912
"V322",0.188237923526611
"V323",0.169896071522117
"V324",0.13103197497212
"V325",0.308334004678804
"V326",0.250317585417165
"V327",0.190630748271994
"V328",0.151736876386971
"V329",0.310965222381449
"V330",0.173615836096987
"V331",0.215748031314188
"V332",0.174639068481919
"V333",0.14404687855254
"V334",0.0803364672488173
"V335",0.076903193326432
"V336",0.117720784383582
"V337",0.110637406236543
"V338",0.115216812662224
"V339",0.21224469908759
"V340",0.115957814265742
"V341",0.0896102432927307
"V342",0.106678350264701
"V343",0.222605242699118
"V344",0.0804755822139265
"V345",0.389994623739824
"V346",0.407300107685122
"V347",0.297708213609458
"V348",0.393291807713421
"V349",0.433524948432751
"V350",0.259543592492186
"V351",0.459876681184327
"V352",0.417987786054582
"V353",0.276595859686707
"V354",0.33839151424544
"V355",0.364272710188163
"V356",0.24323758161474
"V357",0.186986004991425
"V358",0.213510827826676
"V359",0.178537995797941
"V360",0.421120867227454
"V361",0.215064757588632
"V362",0.242949051905427
"V363",0.117907135682107
"V364",0.422059257571598
"V365",0.312254345464676
"V366",0.266964477046026
"V367",0.749480051999786
"V368",0.734307330277739
"V369",0.638714670479462
"V370",0.321560408826187
"V371",0.26538615069277
"V372",0.293475980123875
"V373",0.295541570708683
"V374",0.272186281568714
"V375",0.273353750555325
"V376",0.256424716506151
"V377",0.209276176460826
"V378",0.187970292590387
"V379",0.140864045918551
"V380",0.198982496230555
"V381",0.150041336233416
"V382",0.210159728411967
"V383",0.173441850115206
"V384",0.203859625365095
"V385",0.179703936239465
"V386",0.132048068737038
"V387",0.16386748098724
"V388",0.100975670348718
"V389",0.053589232441562
"V390",0.193510476008809
"V391",0.229737319603009
"V392",0.149855370434001
"V393",0.104611518870946
"V394",0.219708658663897
"V395",0.223505755197464
"V396",0.235633271098475
"V397",0.206656029104265
"V398",0.256768369805505
"V399",0.156802776108176
"V400",0.143971845567544
"V401",0.198954153710434
"V402",0.129201377171905
"V403",0.0906650015170386
"V404",0.232146250342395
"V405",0.250295458528637
"V406",0.193081212276652
"V407",0.118941819877
"V408",0.265377631323359
"V409",0.165431499602026
"V410",0.165459796380376
"V411",0.177107218919471
"V412",0.132398742859757
"V413",0.0787331275352266
"V414",0.0730380800811237
"V415",0.112439428026896
"V416",0.13117808434355
"V417",0.0972187106134915
"V418",0.198387286910566
"V419",0.101312769525298
"V420",0.0865245029981638
"V421",0.130528200553582
"V422",0.167874640579823
"V423",0.0793404915116891
"V424",0.35149842860383
"V425",0.335665288148602
"V426",0.382019381474912
"V427",0.285773041831007
"V428",0.369664683490479
"V429",0.337310154388265
"V430",0.334022753157914
"V431",0.32628851189349
"V432",0.385639083243026
"V433",0.304433559962101
"V434",0.325768167737756
"V435",0.273909675991323
"V436",0.112675491245684
"V437",0.157581004635125
"V438",0.139114521908254
"V439",0.361762900583574
"V440",0.129549071538404
"V441",0.191278364136744
"V442",0.198728315232591
"V443",0.335876249577311
"V444",0.30488215485462
"V445",0.351986599336245
"V446",0.609627820121798
"V447",0.609899015437994
"V448",0.602717795235957
"V449",0.193081524329328
"V450",0.28912979982835
"V451",0.233728589060405
"V452",0.255888865648293
"V453",0.273333251651214
"V454",0.266192798184612
"V455",0.322408327764855
"V456",0.339031817940844
"V457",0.347340882147722
"V458",0.377172839256781
"V459",0.33070591239678
"V460",0.345792335805266
"V461",0.117050166241252
"V462",0.156586990532879
"V463",0.137934698315399
"V464",0.0832768868954113
"V465",0.105145654873261
"V466",0.0917876001614149
"V467",0.0806289716305445
"V468",0.0715991854815989
"V469",0.125095415052345
"V470",0.138346132310254
"V471",0.106487826592203
"V472",0.0750122998193636
"V473",0.127866826466603
"V474",0.0880037807798289
"V475",0.218269758113323
"V476",0.100732071083335
"V477",0.112328501031548
"V478",0.0848003683757273
"V479",0.058389179037881
"V480",0.0949813153055177
"V481",0.111425293426246
"V482",0.0762033360207664
"V483",0.185505854494349
"V484",0.12421762246324
"V485",0.0647071667108292
"V486",0.105094399379596
"V487",0.202496429930441
"V488",0.0828893507646022
"V489",0.169896427151443
"V490",0.132583831801971
"V491",0.135874536594347
"V492",0.0759293525540237
"V493",0.0660096362987472
"V494",0.0798383952409975
"V495",0.104517019798192
"V496",0.0918926059360425
"V497",0.187208471302937
"V498",0.157757259712502
"V499",0.0680138359500029
"V500",0.0959527531485071
"V501",0.195166585668695
"V502",0.0713996032717027
"V503",0.445326568748138
"V504",0.355428822604272
"V505",0.429161383203731
"V506",0.257907110952222
"V507",0.160813833426753
"V508",0.445326568748138
"V509",0.246763954352198
"V510",0.344473569657737
"V511",0.67820382282618
"V512",0.262741804406168
"V513",0.262958087372081
"V514",0.322068009420536
"V515",0.319530515617404
"V516",0.425064058475465
"V517",0.406022019765095
"V518",0.431194579092873
"V519",0.369694160361654
"V520",0.269887904484327
"V521",0.425064058475465
"V522",0.227999948372342
"V523",0.365550207428341
"V524",0.666857199977994
"V525",0.189654957159251
"V526",0.252536980465226
"V527",0.364723427136742
"V528",0.353928104837512
"V529",0.323701247447165
"V530",0.310443110261479
"V531",0.331222375143902
"V532",0.281107013388215
"V533",0.163586790814714
"V534",0.323701247447165
"V535",0.180431526451115
"V536",0.310562394909098
"V537",0.602929506652608
"V538",0.159981310369657
"V539",0.280141787984183
"V540",0.322579317864976
"V541",0.320005962923996
"V542",0.267591646696675
"V543",0.25916005947039
"V544",0.279727316157446
"V545",0.242697445781885
"V546",0.189626578686087
"V547",0.267591646696675
"V548",0.128284289844076
"V549",0.278403167001024
"V550",0.624272170556896
"V551",0.139691029760894
"V552",0.245443027441107
"V553",0.320198712888229
"V554",0.308795514927429
"V555",0.336591046179278
"V556",0.44736375602737
"V557",0.616188498331737
"V558",0.48476983995559
"V559",0.511157750223321
"V560",0.305467964061558
"V561",0.26889816410019
